web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,list-selector,list-selector-href,people-selector,people-selector-href,height,weight,image-src
"1588811890-550","https://wiki.d-addicts.com/Category:HKArtist","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","N","https://wiki.d-addicts.com/index.php?title=Category:HKSinger&from=N","Nancy Sit","https://wiki.d-addicts.com/Nancy_Sit","null","null","/images/8/85/NancySit.jpg"
"1588811666-250","https://wiki.d-addicts.com/Category:HKArtist","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","S","https://wiki.d-addicts.com/index.php?title=Category:HKSinger&from=S","Stephy Tang","https://wiki.d-addicts.com/Stephy_Tang","166","48","/images/b/bc/Stephytang.png"
"1588814508-3711","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","F","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=F","Florence Kwok","https://wiki.d-addicts.com/Florence_Kwok","168","52","/images/b/bd/FlorenceKwok.jpg"
"1588812085-770","https://wiki.d-addicts.com/Category:HKArtist","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","L","https://wiki.d-addicts.com/index.php?title=Category:HKSinger&from=L","Lee Lung Kei","https://wiki.d-addicts.com/Lee_Lung_Kei","null","null","/images/7/78/Lee_Loon_Ki.jpg"
"1588815858-5062","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","P","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=P","Patrick Tse","https://wiki.d-addicts.com/Patrick_Tse","null","null","/images/3/39/PatrickTse.jpg"
"1588813635-2631","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","P","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=P","Paisley Wu","https://wiki.d-addicts.com/Paisley_Wu","null","null","/images/thumb/f/fb/Paisley_Hu.JPG/300px-Paisley_Hu.JPG"
"1588812291-1021","https://wiki.d-addicts.com/Category:HKArtist","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","H","https://wiki.d-addicts.com/index.php?title=Category:HKSinger&from=H","Hins Cheung","https://wiki.d-addicts.com/Hins_Cheung","175","null","/images/6/61/Hins_Cheung.jpg"
"1588816858-5987","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","D","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=D","David Do","https://wiki.d-addicts.com/David_Do","null","null","/images/3/3d/David_Do_Tai_Wai.jpg"
"1588813671-2669","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","N","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=N","Noel Leung","https://wiki.d-addicts.com/Noel_Leung","162","45","/images/1/1e/Noelleung.jpg"
"1588816384-5559","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","K","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=K","Kelvin Leung","https://wiki.d-addicts.com/Kelvin_Leung","176","68","/images/5/57/KelvinLeung.jpg"
