web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,people,people-href,height,weight,image-src
"1588814911-4169","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Peng Chu Yue","https://wiki.d-addicts.com/Peng_Chu_Yue","null","null","/images/thumb/5/53/Peng_Chu_Yue.jpeg/300px-Peng_Chu_Yue.jpeg"
"1588812494-1293","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Seung Hee","https://wiki.d-addicts.com/Han_Seung_Hee","null","null","/images/thumb/2/24/Han_Seung_Hee.jpg/250px-Han_Seung_Hee.jpg"
"1588813619-2609","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fukada Kyoko","https://wiki.d-addicts.com/Fukada_Kyoko","163","45","/images/thumb/0/09/Fukada-Kyoko-p2.jpg/230px-Fukada-Kyoko-p2.jpg"
"1588815212-4463","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Isabelle Huang","https://wiki.d-addicts.com/Isabelle_Huang","null","null",""
"1588812557-1362","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ha Hyun Woo","https://wiki.d-addicts.com/Ha_Hyun_Woo","null","null","/images/thumb/6/6c/Ha_hyun_woo.jpg/300px-Ha_hyun_woo.jpg"
"1588813076-1946","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ah Young","https://wiki.d-addicts.com/Ah_Young","167","47","/images/thumb/a/a4/Ah_Young.jpg/240px-Ah_Young.jpg"
"1588813501-2466","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Haketa Takefumi","https://wiki.d-addicts.com/Haketa_Takefumi","null","null",""
"1588813264-2186","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Iida Raura","https://wiki.d-addicts.com/Iida_Raura","159","null","/images/thumb/6/68/Iida_Raura.jpg/200px-Iida_Raura.jpg"
"1588811960-644","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Esther Huang","https://wiki.d-addicts.com/Esther_Huang","163","48","/images/6/61/XiaoXun.jpg"
"1588812024-718","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Christine Fan","https://wiki.d-addicts.com/Christine_Fan","171","48","/images/b/b5/Fanweiqi.jpg"
"1588814843-4077","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Shuang Sheng","https://wiki.d-addicts.com/Shuang_Sheng","null","null",""
"1588812921-1769","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Cha Hee","https://wiki.d-addicts.com/Cha_Hee","167","null","/images/thumb/b/b6/Cha_Hee.jpg/300px-Cha_Hee.jpg"
"1588813974-3059","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Ram Tseung","https://wiki.d-addicts.com/Ram_Tseung","null","null","/images/f/f5/Ram.jpg"
"1588814405-3599","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Dicky Cheung","https://wiki.d-addicts.com/Dicky_Cheung","170","60","/images/thumb/7/70/Dicky.jpg/200px-Dicky.jpg"
"1588815270-4514","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Hu Bing","https://wiki.d-addicts.com/Hu_Bing","189","80","/images/c/c5/HuBing.jpg"
"1588814298-3442","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Isabella Leong","https://wiki.d-addicts.com/Isabella_Leong","172","49","/images/3/3f/Isabellaleong.jpg"
"1588815173-4422","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Jing Bo Ran","https://wiki.d-addicts.com/Jing_Bo_Ran","183","67","/images/3/34/JingBoRan.jpg"
"1588813386-2329","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hirai Ken","https://wiki.d-addicts.com/Hirai_Ken","183","70","/images/thumb/9/94/Hirai_Ken.jpg/220px-Hirai_Ken.jpg"
"1588815413-4657","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Fan Bing Bing","https://wiki.d-addicts.com/Fan_Bing_Bing","168","52","/images/c/c6/FanBingBing.jpg"
"1588814827-4058","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Siqin Gao Li","https://wiki.d-addicts.com/Siqin_Gao_Li","167","48","/images/c/c7/SiQinGaoLi.jpg"
"1588815191-4443","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Jiang Qi Lin","https://wiki.d-addicts.com/Jiang_Qi_Lin","180","63","/images/8/89/JiangQiLin.jpg"
"1588814631-3843","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Adam Cheng","https://wiki.d-addicts.com/Adam_Cheng","182","68","/images/9/9a/AdamCheng.jpg"
"1588812602-1412","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Go Yoo Jin","https://wiki.d-addicts.com/Go_Yoo_Jin","175","63","/images/2/29/Go_Yoo_Jin.jpg"
"1588812438-1205","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hong Ji Min","https://wiki.d-addicts.com/Hong_Ji_Min","168","null","/images/b/b8/HongJiMin.jpg"
"1588815366-4611","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Gou Chen Hao Yu","https://wiki.d-addicts.com/Gou_Chen_Hao_Yu","null","null","/images/b/b3/Gou_Chen_Hao_Yu.jpg"
"1588814485-3684","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Celine Ma","https://wiki.d-addicts.com/Celine_Ma","164","52","/images/8/89/Matailo.jpg"
"1588815527-4773","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Chen Hao","https://wiki.d-addicts.com/Chen_Hao","166","50","/images/3/34/ChenHao.jpg"
"1588815042-4301","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Lin Si Yi","https://wiki.d-addicts.com/Lin_Si_Yi","null","null","/images/9/97/Lin_Si_Yi.jpeg"
"1588814199-3337","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kay Tse","https://wiki.d-addicts.com/Kay_Tse","160","45","/images/0/09/KayTse.jpg"
"1588814682-3895","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Wei Chen","https://wiki.d-addicts.com/Wei_Chen","182","70","/images/c/c4/WeiChen.jpg"
"1588811951-630","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Eunice Lin","https://wiki.d-addicts.com/Eunice_Lin","153","40","/images/6/65/Linyanjin.jpg"
"1588812581-1392","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Goo Ha Ra","https://wiki.d-addicts.com/Goo_Ha_Ra","163","40","/images/thumb/d/de/Goohara_kara.jpg/230px-Goohara_kara.jpg"
"1588812031-725","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Chen Yi","https://wiki.d-addicts.com/Chen_Yi","178","null","/images/6/67/Chenyi2.jpg"
"1588813391-2335","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hinoi Asuka","https://wiki.d-addicts.com/Hinoi_Asuka","160","null","/images/e/ed/Asuka2.jpg"
"1588813764-2781","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Azama Myu","https://wiki.d-addicts.com/Azama_Myu","169","45","/images/thumb/f/fa/Azama-mew.jpg/200px-Azama-mew.jpg"
"1588813998-3094","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Patrick Tam","https://wiki.d-addicts.com/Patrick_Tam","180","null","/images/5/50/PatrickTam.jpg"
"1588811789-423","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jiro Wang","https://wiki.d-addicts.com/Jiro_Wang","180","67","/images/0/0a/Jiro01.jpg"
"1588812683-1503","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Eric Nam","https://wiki.d-addicts.com/Eric_Nam","175","null","/images/thumb/4/4c/Eric_Nam.jpg/200px-Eric_Nam.jpg"
"1588811651-228","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Megan Lai","https://wiki.d-addicts.com/Megan_Lai","174","null","/images/8/8d/Meganlai.jpg"
"1588815451-4692","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Ding Ze Ren","https://wiki.d-addicts.com/Ding_Ze_Ren","null","null","/images/f/fe/Ding_Ze_Ren.jpeg"
"1588811811-448","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jessie Chiang","https://wiki.d-addicts.com/Jessie_Chiang","167","44","/images/thumb/b/b7/JessieChiang.jpg/300px-JessieChiang.jpg"
"1588814860-4103","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Sha Bao Liang","https://wiki.d-addicts.com/Sha_Bao_Liang","180","75","/images/2/20/ShaBaoLiang.jpg"
"1588813133-2020","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Itokawa Reiko","https://wiki.d-addicts.com/Itokawa_Reiko","null","null",""
"1588812519-1316","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Hyo Joo","https://wiki.d-addicts.com/Han_Hyo_Joo","172","48","/images/3/36/Han_Hyo_Joo.jpg"
"1588812688-1509","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Eric","https://wiki.d-addicts.com/Eric","180","71","/images/8/80/Moon_Jeong_Hyuk.jpg"
"1588811766-393","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Joyce Chao","https://wiki.d-addicts.com/Joyce_Chao","170","48","/images/thumb/b/b1/Xiaoqiao.jpg/300px-Xiaoqiao.jpg"
"1588815454-4694","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Dilireba","https://wiki.d-addicts.com/Dilireba","168","47","/images/thumb/1/10/Dilraba.JPG/300px-Dilraba.JPG"
"1588811885-545","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Guo Yan Jun","https://wiki.d-addicts.com/Guo_Yan_Jun","171","65","/images/1/16/Guoyanjun.jpg"
"1588812861-1698","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Jin Young","https://wiki.d-addicts.com/Choi_Jin_Young","174","60","/images/thumb/9/96/Choi_Jin_Young.jpg/200px-Choi_Jin_Young.jpg"
"1588813428-2384","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hasegawa Tomoki","https://wiki.d-addicts.com/Hasegawa_Tomoki","null","null",""
"1588815486-4733","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Chen Yu Fan","https://wiki.d-addicts.com/Chen_Yu_Fan","176","60","/images/a/a2/ChenYuFan.jpg"
"1588813159-2052","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ishino Mako","https://wiki.d-addicts.com/Ishino_Mako","156","null","/images/f/fc/IshinoMako.jpg"
"1588811616-175","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Phoebe Huang","https://wiki.d-addicts.com/Phoebe_Huang","163","43","/images/thumb/8/8b/Huangjiaqian.jpg/210px-Huangjiaqian.jpg"
"1588814162-3300","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kit Chan","https://wiki.d-addicts.com/Kit_Chan","null","null","/images/7/7e/Kit_Chan.jpg"
"1588814870-4113","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Ren Shi Hao","https://wiki.d-addicts.com/Ren_Shi_Hao","null","null","/images/5/52/Ren_Shi_Hao.jpg"
"1588812200-914","https://wiki.d-addicts.com/Category:Singers","SGSinger","https://wiki.d-addicts.com/Category:SGSinger","Zoe Tay","https://wiki.d-addicts.com/Zoe_Tay","165","48","/images/c/c4/Zoetay.jpg"
"1588814151-3286","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Lawrence Ng (1964)","https://wiki.d-addicts.com/Lawrence_Ng_(1964)","182","70","/images/8/86/LawrenceNgKaiWah.jpg"
"1588813073-1944","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ahin","https://wiki.d-addicts.com/Ahin","160","44","/images/thumb/5/5c/Ahin.jpg/300px-Ahin.jpg"
"1588814074-3183","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Matthew Ko","https://wiki.d-addicts.com/Matthew_Ko","185","75","/images/thumb/1/18/Matthew_Ko.jpg/200px-Matthew_Ko.jpg"
"1588813424-2377","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hashimoto Nanami","https://wiki.d-addicts.com/Hashimoto_Nanami","163","null","/images/thumb/d/d1/Hashimoto_Nanami.jpg/175px-Hashimoto_Nanami.jpg"
"1588813058-1926","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ahn Se Ha","https://wiki.d-addicts.com/Ahn_Se_Ha","177","72","/images/3/3e/Ahn_Se_Ha.jpg"
"1588813948-3014","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Rosanne Lui","https://wiki.d-addicts.com/Rosanne_Lui","null","null","/images/a/a6/RosanneLui.jpg"
"1588813775-2798","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Atae Shinjiro","https://wiki.d-addicts.com/Atae_Shinjiro","169","null","/images/thumb/b/b3/Ataeshinjiro.JPG/200px-Ataeshinjiro.JPG"
"1588811927-596","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Faye Chan","https://wiki.d-addicts.com/Faye_Chan","160","46","/images/thumb/2/2d/Faye.jpg/300px-Faye.jpg"
"1588814764-3995","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Tan Song Yun","https://wiki.d-addicts.com/Tan_Song_Yun","162","42","/images/thumb/b/b8/Tan_Song_Yun.jpg/300px-Tan_Song_Yun.jpg"
"1588813270-2191","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Igashira Manami","https://wiki.d-addicts.com/Igashira_Manami","160","null","/images/thumb/7/76/Igashira_Manami.jpg/200px-Igashira_Manami.jpg"
"1588811718-330","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Kenji Wu","https://wiki.d-addicts.com/Kenji_Wu","178","63","/images/e/e5/Kenjiwu.png"
"1588812166-869","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Allen Chao","https://wiki.d-addicts.com/Allen_Chao","178","76","/images/6/6b/Zhaoshuhai.jpg"
"1588812122-807","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ao Quan","https://wiki.d-addicts.com/Ao_Quan","177","62","/images/thumb/4/43/Aoquan2009.jpg/300px-Aoquan2009.jpg"
"1588812212-928","https://wiki.d-addicts.com/Category:Singers","SGSinger","https://wiki.d-addicts.com/Category:SGSinger","Teresa Tseng","https://wiki.d-addicts.com/Teresa_Tseng","160","45","/images/thumb/0/03/TeresaTseng.jpg/200px-TeresaTseng.jpg"
"1588814833-4064","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Silence Wang","https://wiki.d-addicts.com/Silence_Wang","null","null","/images/thumb/b/bc/Silence_Wang.jpg/250px-Silence_Wang.jpg"
"1588814039-3144","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Miriam Yeung","https://wiki.d-addicts.com/Miriam_Yeung","162","50","/images/f/f2/MiriamYeung.jpg"
"1588812273-1000","https://wiki.d-addicts.com/Category:Singers","SGSinger","https://wiki.d-addicts.com/Category:SGSinger","Kelly Poon","https://wiki.d-addicts.com/Kelly_Poon","160","43","/images/1/12/Panjiali.jpg"
"1588813353-2297","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Honma Yusuke","https://wiki.d-addicts.com/Honma_Yusuke","null","null",""
"1588814796-4026","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Sun Zhen Ni","https://wiki.d-addicts.com/Sun_Zhen_Ni","null","null","/images/1/1a/Sun_Zhen_Ni.jpeg"
"1588811758-385","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","JR","https://wiki.d-addicts.com/JR","180","77","/images/thumb/7/7a/Shaoye.jpg/300px-Shaoye.jpg"
"1588811984-677","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Dylan Kuo","https://wiki.d-addicts.com/Dylan_Kuo","187","77","/images/thumb/d/d5/DylanKuo.jpg/300px-DylanKuo.jpg"
"1588813054-1922","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ahn Sol Bin","https://wiki.d-addicts.com/Ahn_Sol_Bin","169","48","/images/thumb/4/45/Ahn_Sol_Bin.jpg/300px-Ahn_Sol_Bin.jpg"
"1588812350-1101","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hwang Jung Eum","https://wiki.d-addicts.com/Hwang_Jung_Eum","167","48","/images/8/83/Hwang_Jung_Eum.jpg"
"1588812434-1196","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hong Jin Young","https://wiki.d-addicts.com/Hong_Jin_Young","166","46","/images/3/3d/Hong_Jin_Young.jpg"
"1588811726-342","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ken Chang","https://wiki.d-addicts.com/Ken_Chang","174","65","/images/4/4c/KenChang.jpg"
"1588812620-1431","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Go Eun Mi","https://wiki.d-addicts.com/Go_Eun_Mi","166","40","/images/7/7c/Go_Eun_Mi.jpg"
"1588812052-745","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Candice Liu","https://wiki.d-addicts.com/Candice_Liu","160","40","/images/5/5f/Liu_Rong_Jia.jpg"
"1588814266-3404","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Jessica Hsuan","https://wiki.d-addicts.com/Jessica_Hsuan","171","49","/images/2/22/JessicaHsuan.jpg"
"1588815044-4306","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Lin Shen","https://wiki.d-addicts.com/Lin_Shen","174","null","/images/b/b9/LinShen.JPG"
"1588815343-4587","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Guo Shuai","https://wiki.d-addicts.com/Guo_Shuai","186","75","/images/3/3f/GuoShuai.jpg"
"1588814740-3961","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Wan Qian","https://wiki.d-addicts.com/Wan_Qian","166","44","/images/2/21/WanQian.jpg"
"1588811621-182","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Peter Ho","https://wiki.d-addicts.com/Peter_Ho","185","70","/images/c/ca/PeterHo.jpg"
"1588814927-4197","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Mei Ni Sha","https://wiki.d-addicts.com/Mei_Ni_Sha","166","49","/images/d/d6/MeiNiSha.JPG"
"1588815339-4585","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Han Geng","https://wiki.d-addicts.com/Han_Geng","181","66","/images/thumb/1/1c/HanGeng.jpg/300px-HanGeng.jpg"
"1588814509-3714","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Bosco Wong","https://wiki.d-addicts.com/Bosco_Wong","180","72","/images/thumb/c/cf/BoscoWong.jpg/200px-BoscoWong.jpg"
"1588812630-1445","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Gemini","https://wiki.d-addicts.com/Gemini","null","null","/images/e/e8/Gemini.jpg"
"1588812976-1821","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","BoA","https://wiki.d-addicts.com/BoA","162","45","/images/d/da/BoA.jpg"
"1588813799-2836","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Arioka Daiki","https://wiki.d-addicts.com/Arioka_Daiki","164","50","/images/thumb/7/75/AriokaDaiki29.jpg/300px-AriokaDaiki29.jpg"
"1588815496-4743","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Chen Xue Dong","https://wiki.d-addicts.com/Chen_Xue_Dong","181","null","/images/thumb/0/06/Chenxuedong.jpg/300px-Chenxuedong.jpg"
"1588812913-1761","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Cha In Ha","https://wiki.d-addicts.com/Cha_In_Ha","183","70","/images/5/5c/Cha_In_Ha.jpg"
"1588813009-1862","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Bang Min Ah","https://wiki.d-addicts.com/Bang_Min_Ah","165","47","/images/thumb/6/64/Minah.JPG/300px-Minah.JPG"
"1588812075-765","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ben Wu","https://wiki.d-addicts.com/Ben_Wu","177","null","/images/thumb/2/2e/Wusixian.jpg/250px-Wusixian.jpg"
"1588814027-3130","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Nam Hung","https://wiki.d-addicts.com/Nam_Hung","null","null","/images/7/75/Nam_Hung.jpg"
"1588813809-2848","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Aoi Sora","https://wiki.d-addicts.com/Aoi_Sora","155","null","/images/thumb/5/56/Sora_Aoi.jpg/300px-Sora_Aoi.jpg"
"1588814141-3270","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Leila Tong","https://wiki.d-addicts.com/Leila_Tong","162","43","/images/b/b9/Leila_Tong.jpg"
"1588814306-3456","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Hawick Lau","https://wiki.d-addicts.com/Hawick_Lau","178","70","/images/thumb/3/31/Hawick_Lau.jpg/250px-Hawick_Lau.jpg"
"1588814118-3239","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Linda Chung","https://wiki.d-addicts.com/Linda_Chung","173","54","/images/thumb/2/22/Linda_Chung_2.jpg/300px-Linda_Chung_2.jpg"
"1588814019-3119","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Nancy Wu","https://wiki.d-addicts.com/Nancy_Wu","166","45","/images/9/98/NancyWu.jpg"
"1588813995-3089","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Patrick Tang","https://wiki.d-addicts.com/Patrick_Tang","175","65","/images/b/bf/PatrickTang.jpg"
"1588815071-4330","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Yu Gang","https://wiki.d-addicts.com/Li_Yu_Gang","null","null","/images/4/4e/LiYuGang.jpg"
"1588812513-1308","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Ji Hye","https://wiki.d-addicts.com/Han_Ji_Hye","170","47","/images/a/a8/HanJiHye.jpg"
"1588813416-2368","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hattori Takayuki","https://wiki.d-addicts.com/Hattori_Takayuki","null","null","/images/5/5b/Hattori_takayuki.GIF"
"1588814838-4071","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Si Wai Ge","https://wiki.d-addicts.com/Si_Wai_Ge","null","null","/images/1/16/Si_Wai_Ge.jpeg"
"1588811966-654","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Emily Tsai","https://wiki.d-addicts.com/Emily_Tsai","164","null","/images/thumb/6/6b/Han.jpg/200px-Han.jpg"
"1588814219-3355","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Joyce Koi","https://wiki.d-addicts.com/Joyce_Koi","164","48","/images/8/8e/Joycekoi.png"
"1588814312-3466","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Gregory Wong","https://wiki.d-addicts.com/Gregory_Wong","178","65","/images/5/5b/GregoryWong.jpg"
"1588812150-846","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Amber Kuo","https://wiki.d-addicts.com/Amber_Kuo","158","null","/images/e/e9/Amberkuo.jpg"
"1588811601-147","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Rio Peng","https://wiki.d-addicts.com/Rio_Peng","176","68","/images/thumb/0/01/Rio_Peng.jpg/300px-Rio_Peng.jpg"
"1588815257-4503","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Hu Xia","https://wiki.d-addicts.com/Hu_Xia","null","null","/images/thumb/d/d1/Hu_Xia.jpg/250px-Hu_Xia.jpg"
"1588812398-1149","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hwa Sa","https://wiki.d-addicts.com/Hwa_Sa","162","50",""
